Ind	Gene	N	Df	Dist	LogP	Pval	BF	FDR	Y
Samp77	ENSG00000149016.15	762	15	32.980818771828	-5.35538867445561	0.00472263357370711	1	NA	control
Samp80	ENSG00000149016.15	762	13	14.7071893880987	-1.12089711871171	0.325987214173351	1	NA	control
Samp81	ENSG00000149016.15	762	17	13.7726876399604	-0.381081644302195	0.683122114314725	1	NA	control
Samp82	ENSG00000149016.15	762	19	27.9183250971607	-2.46494954487939	0.0850131316113002	1	NA	control
Samp83	ENSG00000149016.15	762	13	15.3999615006297	-1.26211927476769	0.283053522220194	1	NA	control
Samp84	ENSG00000149016.15	762	14	20.7338923312448	-2.21963452963381	0.108648809489999	1	NA	control
Samp85	ENSG00000149016.15	762	12	19.1909392473484	-2.47665822955339	0.0840235443481814	1	NA	control
Samp87	ENSG00000149016.15	762	15	24.1294189903288	-2.76576296697434	0.0629280689891584	1	NA	control
Samp89	ENSG00000149016.15	762	16	35.1655030241804	-5.5801154920303	0.00377212984270003	1	NA	control
Samp90	ENSG00000149016.15	762	14	16.0756113069935	-1.17513070846913	0.308778617069872	1	NA	control
Samp91	ENSG00000149016.15	762	9	10.8744641818186	-1.25733114785436	0.284412068257753	1	NA	control
Samp92	ENSG00000149016.15	762	18	19.4590569387992	-1.0103763045406	0.364081948100137	1	NA	control
Samp93	ENSG00000149016.15	762	15	27.2675988545065	-3.62570989433342	0.0266301860064829	1	NA	control
Samp95	ENSG00000149016.15	762	16	25.4341194303639	-2.77212580696334	0.062528938902391	1	NA	control
Samp97	ENSG00000149016.15	762	9	6.86738558901602	-0.429361969528674	0.650924271781347	1	NA	control
Samp98	ENSG00000149016.15	762	12	10.4834483694783	-0.555776825310991	0.573626480502881	1	NA	control
Samp99	ENSG00000149016.15	762	17	28.4166281960922	-3.21142035376945	0.0402993332927949	1	NA	control
Samp100	ENSG00000149016.15	762	18	34.5852976618367	-4.54177682406684	0.0106544586264349	1	NA	control
Samp101	ENSG00000149016.15	762	15	33.7815386746496	-5.611890320851	0.00365415529894074	1	NA	control
Samp102	ENSG00000149016.15	762	11	22.2154053137929	-3.78290105186387	0.0227565775598401	1	NA	control
Samp103	ENSG00000149016.15	762	16	18.1114363733903	-1.14755470549345	0.317411986963155	1	NA	control
Samp104	ENSG00000149016.15	762	15	16.4273611671339	-1.03780513830927	0.354231318092287	1	NA	control
Samp105	ENSG00000149016.15	762	16	21.709445922095	-1.87847265624186	0.152823341372606	1	NA	control
Samp106	ENSG00000149016.15	762	17	37.4080025759028	-5.82194281369042	0.00296184523790262	1	NA	control
Samp107	ENSG00000149016.15	762	14	13.197255362069	-0.671280519416467	0.511053744370045	1	NA	control
Samp108	ENSG00000149016.15	762	17	29.1600204009332	-3.40886274442088	0.0330787980403797	1	NA	control
Samp109	ENSG00000149016.15	762	17	11.1542768002313	-0.164364872515958	0.848432395733755	1	NA	control
Samp110	ENSG00000149016.15	762	16	26.683288103204	-3.09797752649553	0.0451404054085491	1	NA	control
Samp111	ENSG00000149016.15	762	15	31.0011925531001	-4.73509096463947	0.00878164997580362	1	NA	control
Samp112	ENSG00000149016.15	762	15	15.024839880355	-0.799331534282118	0.449629425538677	1	NA	control
Samp114	ENSG00000149016.15	762	13	6.93177124034021	-0.0991207886046765	0.905633311232726	1	NA	control
Samp115	ENSG00000149016.15	762	15	18.6854030867251	-1.47689565168374	0.228345453064119	1	NA	control
Samp117	ENSG00000149016.15	762	15	25.6590046206608	-3.175736277947	0.0417633433333886	1	NA	control
Samp118	ENSG00000149016.15	762	14	17.1774114205021	-1.39898726648602	0.246846827452655	1	NA	control
Samp119	ENSG00000149016.15	762	15	29.9187664196873	-4.40486052822271	0.0122178103357383	1	NA	control
Samp120	ENSG00000149016.15	762	14	23.374528751248	-2.91062177382153	0.0544418688144978	1	NA	control
Samp121	ENSG00000149016.15	762	16	30.3047291949781	-4.10531651304262	0.0164848003582287	1	NA	control
Samp122	ENSG00000149016.15	762	18	24.8751263950583	-2.052646024125	0.128394718195042	1	NA	control
Samp123	ENSG00000149016.15	762	13	19.1026768393928	-2.12064358665032	0.119954402611176	1	NA	control
Samp124	ENSG00000149016.15	762	15	27.898628656699	-3.80711078369878	0.022212262367561	1	NA	control
Samp125	ENSG00000149016.15	762	15	33.8970515651397	-5.64914674209997	0.00352051940471543	1	NA	control
Samp126	ENSG00000149016.15	762	15	20.2528856783916	-1.81741684788309	0.162444829133738	1	NA	control
Samp127	ENSG00000149016.15	762	11	10.6996099150417	-0.757661559397129	0.468761316839913	1	NA	control
Samp128	ENSG00000149016.15	762	18	30.5701024454822	-3.43395516262656	0.0322590981410302	1	NA	control
Samp130	ENSG00000149016.15	762	16	8.76650680455249	-0.0804330858857044	0.922716644285069	1	NA	control
Samp131	ENSG00000149016.15	762	8	14.5452442027916	-2.67924565688285	0.0686148938099776	1	NA	control
Samp132	ENSG00000149016.15	762	13	20.8512889771415	-2.57804215566534	0.0759225030488898	1	NA	control
Samp134	ENSG00000149016.15	762	15	19.7755771773422	-1.71085123785492	0.180711898317406	1	NA	control
Samp135	ENSG00000149016.15	762	13	24.8976133747243	-3.73768809026567	0.0238090840044834	1	NA	control
Samp138	ENSG00000149016.15	762	15	29.7680301470573	-4.35940460062601	0.0127859981589644	1	NA	control
Samp140	ENSG00000149016.15	762	11	19.2465165579863	-2.86805226651176	0.0568094685961404	1	NA	control
Samp141	ENSG00000149016.15	762	14	24.6652658431728	-3.26965862343841	0.0380194037934154	1	NA	control
Samp142	ENSG00000149016.15	762	17	30.2368323263763	-3.7014866022422	0.0246867997262473	1	NA	control
Samp143	ENSG00000149016.15	762	15	20.2638623812218	-1.81989613204604	0.162042581091162	1	NA	control
Samp144	ENSG00000149016.15	762	17	13.3710208690106	-0.341060321937156	0.711016017049287	1	NA	control
Samp146	ENSG00000149016.15	762	16	28.783459714357	-3.67151964347761	0.0254377841970123	1	NA	control
Samp147	ENSG00000149016.15	762	13	14.5987358454861	-1.09940932834392	0.333067759291981	1	NA	control
Samp148	ENSG00000149016.15	762	17	29.3050085099217	-3.44781386370354	0.0318151125805621	1	NA	control
Samp149	ENSG00000149016.15	762	16	34.5702939768271	-5.39296579144463	0.00454846351779919	1	NA	control
Samp152	ENSG00000149016.15	762	14	20.0737192021302	-2.057020361935	0.127834302941075	1	NA	control
Samp153	ENSG00000149016.15	762	11	4.32503667265972	-0.0414192096150412	0.959426844674547	1	NA	control
Samp154	ENSG00000149016.15	762	11	17.8817981175393	-2.47261272273285	0.084364150667989	1	NA	control
Samp155	ENSG00000149016.15	762	12	19.0233045282842	-2.43078679649023	0.0879675927538847	1	NA	control
Samp156	ENSG00000149016.15	762	16	17.2876360426361	-1.00178180013722	0.367224537159976	1	NA	control
Samp157	ENSG00000149016.15	762	16	25.7001524363714	-2.84050778475946	0.0583960058328814	1	NA	control
Samp158	ENSG00000149016.15	762	20	39.8413621800209	-5.25311768564679	0.00523118376274878	1	NA	control
Samp159	ENSG00000149016.15	762	17	33.2096203522256	-4.54675329075902	0.0106015687793907	1	NA	control
Samp160	ENSG00000149016.15	762	10	7.16281651975676	-0.342504572573848	0.709989872897003	1	NA	control
Samp161	ENSG00000149016.15	762	16	34.0080237397974	-5.21774936519099	0.00541951275490299	1	NA	control
Samp162	ENSG00000149016.15	762	15	23.0357473246547	-2.48430089555591	0.0833838281448527	1	NA	control
Samp163	ENSG00000149016.15	762	16	30.9680911451796	-4.29893287688422	0.0135830460635296	1	NA	control
Samp165	ENSG00000149016.15	762	13	30.5780328115246	-5.55073408639901	0.00388460456117271	1	NA	control
Samp166	ENSG00000149016.15	762	17	27.5894037665927	-2.99632134206549	0.0499705552477647	1	NA	control
Samp167	ENSG00000149016.15	762	13	17.340279724281	-1.69166967597766	0.184211693236692	1	NA	control
Samp168	ENSG00000149016.15	762	17	26.180814874389	-2.64185977981532	0.0712286766426991	1	NA	control
Samp169	ENSG00000149016.15	762	17	36.1687958209703	-5.43657286493858	0.00435438077931022	1	NA	control
Samp170	ENSG00000149016.15	762	13	19.9627985224245	-2.34193153878199	0.0961417572374382	1	NA	control
Samp171	ENSG00000149016.15	762	16	23.342086484119	-2.25483109632749	0.104891258758997	1	NA	control
Samp173	ENSG00000149016.15	762	15	26.0566709185849	-3.28525028331157	0.037431215512357	1	NA	control
Samp174	ENSG00000149016.15	762	15	25.7857621629502	-3.21051748998682	0.0403357345314965	1	NA	control
Samp175	ENSG00000149016.15	762	20	30.6355023103683	-2.81024877439672	0.0601900167945614	1	NA	control
Samp176	ENSG00000149016.15	762	14	29.940065008231	-4.85642550457025	0.00777823753346699	1	NA	control
Samp177	ENSG00000149016.15	762	11	17.1221734090785	-2.26035634813642	0.104313306278622	1	NA	control
Samp178	ENSG00000149016.15	762	10	25.399042817043	-5.37340477718025	0.00463831197614021	1	NA	control
Samp179	ENSG00000149016.15	762	16	19.2908352695239	-1.37093197133219	0.253870249471826	1	NA	control
Samp180	ENSG00000149016.15	762	15	29.0240618759395	-4.13702760822413	0.0159702508672118	1	NA	control
Samp181	ENSG00000149016.15	762	17	28.7557747896954	-3.3010205035891	0.0368455471955718	1	NA	control
Samp182	ENSG00000149016.15	762	18	25.5992505717452	-2.21383988378266	0.109280218492137	1	NA	control
Samp183	ENSG00000149016.15	762	17	29.9722735231748	-3.62888636349273	0.0265457302484947	1	NA	control
Samp184	ENSG00000149016.15	762	17	33.8379603183923	-4.73189565456559	0.00880975494857526	1	NA	control
Samp185	ENSG00000149016.15	762	14	22.0336760599529	-2.55200763794397	0.0779250635388839	1	NA	control
Samp186	ENSG00000149016.15	762	16	23.8496193459651	-2.3768689489596	0.0928408122250903	1	NA	control
Samp187	ENSG00000149016.15	762	12	15.6679694026096	-1.57541697854757	0.206921252966315	1	NA	control
Samp188	ENSG00000149016.15	762	17	34.6138350682542	-4.96340717040523	0.00698907425210292	1	NA	control
Samp189	ENSG00000149016.15	762	15	26.0239535133799	-3.27619631629675	0.0377716553428208	1	NA	control
Samp191	ENSG00000149016.15	762	13	24.7994643579339	-3.70809690326368	0.0245241507205042	1	NA	control
Samp192	ENSG00000149016.15	762	17	27.1330086887027	-2.87980438177218	0.0561457448910685	1	NA	control
Samp193	ENSG00000149016.15	762	17	22.9580837134225	-1.89299338047563	0.150620269584934	1	NA	control
Samp195	ENSG00000149016.15	762	12	23.9872694678879	-3.89112892985197	0.0204222777001792	1	NA	control
Samp197	ENSG00000149016.15	762	15	18.1287964012249	-1.36275396734656	0.255954913962623	1	NA	control
Samp199	ENSG00000149016.15	762	16	32.2295825573606	-4.67414154896846	0.00933353408155367	1	NA	control
Samp200	ENSG00000149016.15	762	14	24.2295361867572	-3.14700991622242	0.0429804500693758	1	NA	control
Samp201	ENSG00000149016.15	762	17	26.578893773351	-2.74047313835505	0.0645398034116703	1	NA	control
Samp204	ENSG00000149016.15	762	12	12.1307730995023	-0.831868948611518	0.435235093692399	1	NA	control
Samp205	ENSG00000149016.15	762	15	18.2486406176383	-1.38701657844851	0.249819510851885	1	NA	control
Samp206	ENSG00000149016.15	762	16	20.6225869118553	-1.64259052729594	0.193478182018495	1	NA	control
Samp207	ENSG00000149016.15	762	13	10.983852885207	-0.490744641421479	0.612170377001129	1	NA	control
Samp208	ENSG00000149016.15	762	14	31.476706610624	-5.34935230853771	0.00475122733242524	1	NA	control
Samp210	ENSG00000149016.15	762	15	21.0172347057819	-1.99304685295091	0.136279568434421	1	NA	control
Samp211	ENSG00000149016.15	762	15	32.5065897556644	-5.20495621906183	0.005489290761966	1	NA	control
Samp212	ENSG00000149016.15	762	12	4.50829432122353	-0.0279632890309935	0.972424064775692	1	NA	control
Samp214	ENSG00000149016.15	762	16	35.8986816245641	-5.81293333207373	0.00298865049755531	1	NA	control
Samp215	ENSG00000149016.15	762	13	19.5930329038849	-2.24589443828439	0.1058328370855	1	NA	control
Samp216	ENSG00000149016.15	762	19	20.8749944942955	-1.0678433985215	0.343749048322518	1	NA	control
Samp217	ENSG00000149016.15	762	18	19.2554830225653	-0.977495854269935	0.376252110260148	1	NA	control
Samp218	ENSG00000149016.15	762	11	13.4363892694324	-1.3251537426462	0.265762096979834	1	NA	control
Samp221	ENSG00000149016.15	762	19	36.2443339700149	-4.62034874419982	0.00984936055480018	1	NA	control
Samp222	ENSG00000149016.15	762	15	15.7979743575065	-0.927341417631693	0.395604059510535	1	NA	control
Samp223	ENSG00000149016.15	762	12	18.5080839288847	-2.29152970439496	0.101111672523267	1	NA	control
Samp224	ENSG00000149016.15	762	13	17.5228179345264	-1.73447812420302	0.176492283307313	1	NA	control
Samp227	ENSG00000149016.15	762	16	16.0668120606251	-0.802275687893152	0.448307594233862	1	NA	control
Samp228	ENSG00000149016.15	762	12	9.76763321317265	-0.452025768410269	0.636337772101036	1	NA	control
Samp229	ENSG00000149016.15	762	15	29.1650904658296	-4.17892626614233	0.0153149429142873	1	NA	control
Samp230	ENSG00000149016.15	762	18	14.8852924517331	-0.400734646146967	0.669827778839823	1	NA	control
Samp231	ENSG00000149016.15	762	19	28.8422223766442	-2.68080862734657	0.0685077345227965	1	NA	control
Samp235	ENSG00000149016.15	762	12	22.1549869928284	-3.32927540851997	0.0358190498451783	1	NA	control
Samp236	ENSG00000149016.15	762	14	21.4089817331689	-2.39030504909032	0.0916017365886559	1	NA	control
Samp237	ENSG00000149016.15	762	18	38.9832397535046	-5.8553783429122	0.0028644516510953	1	NA	control
Samp238	ENSG00000149016.15	762	17	28.0184536494991	-3.10726624098222	0.0447230504173576	1	NA	control
Samp239	ENSG00000149016.15	762	15	16.6400231606665	-1.07635632881482	0.340835157109592	1	NA	control
Samp241	ENSG00000149016.15	762	16	19.2275924644451	-1.35853207234924	0.257037813068078	1	NA	control
Samp244	ENSG00000149016.15	762	14	18.2592167706189	-1.63358451882834	0.195228518104322	1	NA	control
Samp245	ENSG00000149016.15	762	15	12.4300147544207	-0.436597000701377	0.646231809907065	1	NA	control
Samp247	ENSG00000149016.15	762	13	18.3460527744402	-1.93228756609691	0.144816541873582	1	NA	control
Samp248	ENSG00000149016.15	762	12	15.1639708618713	-1.45847107554331	0.232591618027232	1	NA	control
Samp249	ENSG00000149016.15	762	12	21.8488843242376	-3.23783504314279	0.0392487750898427	1	NA	control
Samp250	ENSG00000149016.15	762	13	20.7485040746156	-2.55035220337213	0.0780541702174242	1	NA	control
Samp251	ENSG00000149016.15	762	18	25.13500592226	-2.10996365971222	0.121242372336027	1	NA	control
Samp252	ENSG00000149016.15	762	20	38.1284200714979	-4.76287426159568	0.00854102494336452	1	NA	control
Samp253	ENSG00000149016.15	762	17	17.0090764073132	-0.790205931885034	0.453751343790802	1	NA	control
Samp254	ENSG00000149016.15	762	15	33.4128174172988	-5.49339040391863	0.00411387281285398	1	NA	control
Samp255	ENSG00000149016.15	762	10	17.9743898728274	-2.893226451738	0.0553971876067841	1	NA	control
Samp256	ENSG00000149016.15	762	15	32.1818255168551	-5.10258998272403	0.00608097652811584	1	NA	control
Samp257	ENSG00000149016.15	762	16	18.9176022429344	-1.29843282870984	0.272959231883174	1	NA	control
Samp258	ENSG00000149016.15	762	12	24.6971145909853	-4.11504575652454	0.0163251934082382	1	NA	control
Samp259	ENSG00000149016.15	762	15	24.3306005305867	-2.81862751793229	0.0596878069621954	1	NA	control
Samp260	ENSG00000149016.15	762	16	17.2560092638925	-0.996360377310629	0.369220823113802	1	NA	control
Samp261	ENSG00000149016.15	762	15	22.5502818380965	-2.36269372280699	0.0941662235435545	1	NA	control
Samp262	ENSG00000149016.15	762	12	18.1310466413828	-2.19132063845562	0.111769044608541	1	NA	control
Samp264	ENSG00000149016.15	762	19	37.5958331385356	-5.008943523584	0.00667795468242223	1	NA	control
Samp265	ENSG00000149016.15	762	14	15.4909648114558	-1.06294381589704	0.345437407938024	1	NA	control
Samp266	ENSG00000149016.15	762	15	21.8108585999602	-2.18160563688439	0.112860172625907	1	NA	control
Samp267	ENSG00000149016.15	762	16	27.4003636012917	-3.29031856134225	0.0372419836500324	1	NA	control
Samp268	ENSG00000149016.15	762	17	28.8871726111078	-3.33595062035983	0.0355807463475924	1	NA	control
Samp271	ENSG00000149016.15	762	15	28.1637203299167	-3.88409695162567	0.020566392825652	1	NA	control
Samp273	ENSG00000149016.15	762	14	13.0753593131292	-0.652776150304678	0.520598509064642	1	NA	control
Samp274	ENSG00000149016.15	762	18	14.3333701776423	-0.346561961884633	0.707115003751554	1	NA	control
Samp275	ENSG00000149016.15	762	13	18.4389948612516	-1.95509456559103	0.141551090198687	1	NA	control
Samp277	ENSG00000149016.15	762	15	24.3965178028327	-2.83602016327441	0.0586586538950583	1	NA	control
Samp278	ENSG00000149016.15	762	15	20.249188300336	-1.81658201542949	0.162580499972349	1	NA	control
Samp279	ENSG00000149016.15	762	15	17.3386135700343	-1.20721711456887	0.299028284053441	1	NA	control
Samp280	ENSG00000149016.15	762	18	21.8478530965933	-1.43208664908064	0.238810089126995	1	NA	control
Samp281	ENSG00000149016.15	762	12	25.8286275606688	-4.47860693208927	0.0113492123709878	1	NA	control
Samp282	ENSG00000149016.15	762	18	17.7263366921751	-0.746942488319084	0.473813029176142	1	NA	control
Samp283	ENSG00000149016.15	762	14	8.02579444787149	-0.118808469950849	0.88797785891877	1	NA	control
Samp284	ENSG00000149016.15	762	14	25.393883542479	-3.47789772980125	0.0308722446598892	1	NA	control
Samp285	ENSG00000149016.15	762	17	29.755301406697	-3.56968462233631	0.0281647348080342	1	NA	control
Samp286	ENSG00000149016.15	762	10	21.5952146512213	-4.05676593797196	0.017304893815511	1	NA	control
Samp287	ENSG00000149016.15	762	13	16.1934796896623	-1.43196243915384	0.238839753552955	1	NA	control
Samp288	ENSG00000149016.15	762	14	26.2605081094599	-3.73049404361377	0.0239809852569804	1	NA	control
Samp289	ENSG00000149016.15	762	18	25.4521083736439	-2.18071241494909	0.112961026843612	1	NA	control
Samp290	ENSG00000149016.15	762	14	24.8048294800696	-3.30924458434527	0.0365437690646976	1	NA	control
Samp293	ENSG00000149016.15	762	10	12.0013323810336	-1.25538070572614	0.284967338873026	1	NA	control
Samp296	ENSG00000149016.15	762	16	22.8007478656894	-2.12724035438754	0.119165695596786	1	NA	control
Samp298	ENSG00000149016.15	762	18	23.0219477663661	-1.66205770029573	0.189748133326605	1	NA	control
Samp299	ENSG00000149016.15	762	12	17.9951760630578	-2.15557063824842	0.115837070686275	1	NA	control
Samp300	ENSG00000149016.15	762	13	25.588586875378	-3.94785827232859	0.0192959842951613	1	NA	control
Samp301	ENSG00000149016.15	762	12	6.77086314956939	-0.136533697711174	0.872376922658734	1	NA	control
Samp302	ENSG00000149016.15	762	16	18.1945045890019	-1.1627321292432	0.312630865069195	1	NA	control
Samp304	ENSG00000149016.15	762	14	20.7943879670122	-2.2347508094918	0.107018794598489	1	NA	control
Samp305	ENSG00000149016.15	762	15	28.2362178598884	-3.90523013842407	0.0201363198170914	1	NA	control
Samp308	ENSG00000149016.15	762	20	16.3256076623067	-0.362075609165438	0.696229724503214	1	NA	control
Samp309	ENSG00000149016.15	762	17	22.9875200665273	-1.89940647799003	0.149657417839504	1	NA	control
Samp310	ENSG00000149016.15	762	14	19.6144181463464	-1.94649143465778	0.142774126187325	1	NA	control
Samp311	ENSG00000149016.15	762	19	17.8840517862605	-0.634509487576667	0.530195492020463	1	NA	control
Samp312	ENSG00000149016.15	762	17	25.8467495646791	-2.56008441496368	0.0772982150418672	1	NA	control
Samp314	ENSG00000149016.15	762	16	22.0519145203	-1.95529172049817	0.141523185457512	1	NA	control
Samp315	ENSG00000149016.15	762	12	9.89207864492422	-0.469318953131651	0.625428069098924	1	NA	control
Samp317	ENSG00000149016.15	762	12	16.6649712649811	-1.81621335421745	0.162640448146126	1	NA	control
Samp318	ENSG00000149016.15	762	14	21.2122485298643	-2.34012306296269	0.0963157845953301	1	NA	control
Samp320	ENSG00000149016.15	762	13	9.11630092851789	-0.269051122798726	0.764104191504886	1	NA	control
Samp321	ENSG00000149016.15	762	19	33.5452163598133	-3.87372637872263	0.0207807878800835	1	NA	control
Samp322	ENSG00000149016.15	762	16	13.4704499659051	-0.449261796649236	0.638099024638478	1	NA	control
Samp324	ENSG00000149016.15	762	13	19.4268823578253	-2.2031822399834	0.110451116559341	1	NA	control
Samp326	ENSG00000149016.15	762	10	16.5400506112647	-2.46297145181379	0.0851814619290553	1	NA	control
Samp327	ENSG00000149016.15	762	17	20.4429240162837	-1.37751951024059	0.252203365684602	1	NA	control
Samp328	ENSG00000149016.15	762	13	26.2353463104122	-4.14742124703177	0.0158051214821663	1	NA	control
Samp329	ENSG00000149016.15	762	14	15.0708490192062	-0.985295904091932	0.373328741088736	1	NA	control
Samp330	ENSG00000149016.15	762	14	11.8580332316093	-0.481747921941936	0.617702751450925	1	NA	control
Samp331	ENSG00000149016.15	762	10	16.643622324939	-2.49336877511977	0.0826311314726711	1	NA	control
Samp332	ENSG00000149016.15	762	15	27.8476793587516	-3.79236675136821	0.0225421869143963	1	NA	control
Samp334	ENSG00000149016.15	762	12	29.8894548966411	-5.84255508049389	0.00290141978577476	1	NA	control
Samp335	ENSG00000149016.15	762	11	20.3949057250939	-3.21363851599363	0.0402100419020313	1	NA	control
Samp336	ENSG00000149016.15	762	20	39.1781053063563	-5.06159605638485	0.00633543972016123	1	NA	control
Samp341	ENSG00000149016.15	762	13	13.1448299570121	-0.828536536677478	0.436687895635556	1	NA	control
Samp342	ENSG00000149016.15	762	14	23.3096505762067	-2.89292288959432	0.0554140066484908	1	NA	control
Samp343	ENSG00000149016.15	762	19	32.3422201206932	-3.55468864931085	0.0285902751325306	1	NA	control
Samp344	ENSG00000149016.15	762	18	25.6694286985763	-2.229705736315	0.107560076503849	1	NA	control
Samp345	ENSG00000149016.15	762	17	13.8000114739453	-0.383892936219665	0.681204355588972	1	NA	control
Samp346	ENSG00000149016.15	762	11	19.495481624834	-2.94202150735457	0.0527589682238403	1	NA	control
Samp347	ENSG00000149016.15	762	16	29.0352732778928	-3.74230730190016	0.0236993584245832	1	NA	control
Samp348	ENSG00000149016.15	762	17	23.7183469101774	-2.06127170851026	0.127291988614956	1	NA	control
Samp349	ENSG00000149016.15	762	16	30.6478093350431	-4.20512528827677	0.0149189167865952	1	NA	control
Samp350	ENSG00000149016.15	762	15	12.2151354298773	-0.411467060596671	0.662677348831453	1	NA	control
Samp351	ENSG00000149016.15	762	16	34.8714638449316	-5.48745023600361	0.00413838263229463	1	NA	control
Samp352	ENSG00000149016.15	762	21	39.2639423376905	-4.69656866428388	0.00912653965634909	1	NA	control
Samp354	ENSG00000149016.15	762	19	21.6500797696171	-1.19727627365948	0.302015700768352	1	NA	control
Samp355	ENSG00000149016.15	762	12	18.9672360525184	-2.41550510339432	0.0893222105737224	1	NA	control
Samp356	ENSG00000149016.15	762	15	34.5871567829364	-5.87302049034464	0.00281435973645812	1	NA	control
Samp357	ENSG00000149016.15	762	17	32.715174110278	-4.40258701346003	0.0122456193079802	1	NA	control
Samp359	ENSG00000149016.15	762	13	20.7781298805609	-2.55832342956002	0.0774344559942417	1	NA	control
Samp360	ENSG00000149016.15	762	11	22.7130151369442	-3.94268225334852	0.0193961196036792	1	NA	control
Samp361	ENSG00000149016.15	762	12	21.4622084668519	-3.12337880040631	0.0440082219330209	1	NA	control
Samp362	ENSG00000149016.15	762	13	14.2608653911945	-1.03357622608732	0.355732503195552	1	NA	control
Samp364	ENSG00000149016.15	762	16	27.7188481723218	-3.37692881874291	0.0341521813743619	1	NA	control
Samp365	ENSG00000149016.15	762	19	32.2894608436863	-3.54090310871789	0.0289871367217258	1	NA	control
Samp366	ENSG00000149016.15	762	13	15.052035336548	-1.19034740238506	0.304115595229847	1	NA	control
Samp367	ENSG00000149016.15	762	16	25.3216463041776	-2.74338488239217	0.0643521533509808	1	NA	control
Samp369	ENSG00000149016.15	762	13	10.0875763010304	-0.375773685728056	0.686757738533995	1	NA	control
Samp370	ENSG00000149016.15	762	15	27.0989484939117	-3.57768092784156	0.0279404190280327	1	NA	control
Samp371	ENSG00000149016.15	762	14	24.015067897107	-3.08717468672916	0.0456306934586919	1	NA	control
Samp372	ENSG00000149016.15	762	18	24.8433712844254	-2.04568376259942	0.129291754880111	1	NA	control
Samp373	ENSG00000149016.15	762	13	31.3286123698236	-5.80324200747862	0.00301775528379642	1	NA	control
Samp374	ENSG00000149016.15	762	16	32.0821455687818	-4.62982919628828	0.00975642539370489	1	NA	control
Samp375	ENSG00000149016.15	762	19	22.5612139269871	-1.35781714617656	0.257221641832176	1	NA	control
Samp376	ENSG00000149016.15	762	19	32.0545449370789	-3.47973726783969	0.0308155061937883	1	NA	control
Samp377	ENSG00000149016.15	762	11	11.110455821659	-0.834580342771075	0.434056598206208	1	NA	control
Samp378	ENSG00000149016.15	762	16	14.6532780977334	-0.597538368785467	0.550164272110816	1	NA	control
Samp379	ENSG00000149016.15	762	14	28.0521414245073	-4.26849140140663	0.0140028919700984	1	NA	control
Samp380	ENSG00000149016.15	762	10	18.0593716019116	-2.91932050333688	0.0539703475147423	1	NA	control
Samp381	ENSG00000149016.15	762	11	22.813938374554	-3.9752944252148	0.0187737732086814	1	NA	control
Samp382	ENSG00000149016.15	762	17	28.0640654510841	-3.11913959443473	0.0441951778425624	1	NA	control
Samp383	ENSG00000149016.15	762	18	35.6490414271445	-4.85066928779801	0.00782313986460855	1	NA	control
Samp384	ENSG00000149016.15	762	13	25.2776133593396	-3.85287480291052	0.0212186492390295	1	NA	control
Samp385	ENSG00000149016.15	762	16	30.1810103443537	-4.06949831244338	0.0170859581702654	1	NA	control
Samp387	ENSG00000149016.15	762	19	32.7909055520638	-3.67263561304675	0.025409412238008	1	NA	control
Samp388	ENSG00000149016.15	762	16	33.9705167049848	-5.20611688680685	0.00548292321525341	1	NA	control
Samp389	ENSG00000149016.15	762	17	8.5273855669932	-0.0471615084199254	0.953933316885316	1	NA	control
Samp390	ENSG00000149016.15	762	13	27.6348570399668	-4.58812680905304	0.0101718944392875	1	NA	control
Samp391	ENSG00000149016.15	762	14	15.7575498593857	-1.11351184260112	0.328403631730902	1	NA	control
Samp392	ENSG00000149016.15	762	17	30.4226803954484	-3.75275603250916	0.0234530194189403	1	NA	control
Samp394	ENSG00000149016.15	762	13	31.0731491976494	-5.71700022839426	0.00328956405720181	1	NA	control
Samp395	ENSG00000149016.15	762	14	13.6161946675302	-0.736726278590422	0.478678413028316	1	NA	control
Samp396	ENSG00000149016.15	762	15	20.0640072230723	-1.77495532135237	0.169491021959952	1	NA	control
Samp397	ENSG00000149016.15	762	16	32.4541927209759	-4.7418762698738	0.00872226549899747	1	NA	control
Samp398	ENSG00000149016.15	762	13	8.37325811873989	-0.200328390554145	0.818461933773559	1	NA	control
Samp400	ENSG00000149016.15	762	16	15.7334480862522	-0.751382375611063	0.471714015868467	1	NA	control
Samp401	ENSG00000149016.15	762	16	26.6322034520357	-3.08441885541405	0.045756617385511	1	NA	control
Samp405	ENSG00000149016.15	762	13	12.02697221998	-0.643531875944305	0.525433377508326	1	NA	control
Samp406	ENSG00000149016.15	762	15	24.3099046935751	-2.81317406006145	0.0600142010822393	1	NA	control
Samp407	ENSG00000149016.15	762	18	27.4269017978899	-2.64044944050187	0.0713292041178761	1	NA	control
Samp409	ENSG00000149016.15	762	13	20.0214734381964	-2.35729355605482	0.0946761123563132	1	NA	control
Samp410	ENSG00000149016.15	762	11	20.3968494889033	-3.21423273767427	0.040186155321019	1	NA	control
Samp411	ENSG00000149016.15	762	16	30.9185917648309	-4.28439557622358	0.0137819491420819	1	NA	control
Samp414	ENSG00000149016.15	762	14	18.9272983245604	-1.78530525331178	0.167745848208444	1	NA	control
Samp415	ENSG00000149016.15	762	13	10.1887456400137	-0.3879711377396	0.678431924060386	1	NA	control
